ts_unix	vram_used_mib	vram_free_mib	ram_used_mib	ram_avail_mib
1776826769.847310957	15909	71	7251	103417
1776826770.879389995	15909	71	7257	103412
1776826771.905858155	15909	71	7248	103421
1776826772.947185326	15909	71	7247	103421
1776826773.973995544	15909	71	7247	103422
1776826774.998609247	15909	71	7247	103421
1776826776.042876588	15909	71	7262	103406
1776826777.068384862	15909	71	7262	103406
1776826778.096647209	15909	71	7268	103400
1776826779.125100593	15909	71	7267	103401
1776826780.165375628	15909	71	7251	103417
1776826781.195151661	15909	71	7258	103410
1776826784.023438911	15909	71	7254	103414
1776826785.057489782	15909	71	7250	103418
1776826786.095492599	15909	71	7246	103422
1776826787.130488775	15909	71	7236	103432
1776826788.156442195	15909	71	7252	103416
1776826789.183132484	15909	71	7251	103417
1776826790.221470662	15909	71	7253	103415
1776826791.258382577	15909	71	7246	103422
1776826792.284328055	15909	71	7246	103422
1776826793.321596479	15909	71	7256	103412
1776826794.359147816	15909	71	7257	103411
1776826795.392622942	15909	71	7267	103401
1776826796.417895414	15909	71	7266	103402
1776826797.443840019	15909	71	7264	103404
1776826798.480094659	15909	71	7267	103401
1776826799.516285762	15909	71	7266	103402
1776826800.551006238	15909	71	7263	103406
1776826801.577653700	15909	71	7263	103405
1776826802.610208584	15909	71	7267	103401
1776826803.638808619	15909	71	7264	103404
1776826804.678657727	15909	71	7263	103405
1776826805.706993980	15909	71	7262	103406
1776826806.739342648	15909	71	7261	103407
1776826807.769710332	15909	71	7273	103395
1776826808.796511735	15909	71	7272	103396
1776826809.824906633	15909	71	7269	103400
1776826810.856727969	15909	71	7269	103399
1776826811.882806303	15909	71	7265	103403
1776826812.919552390	15909	71	7258	103410
1776826813.948124556	15909	71	7258	103410
1776826814.974303035	15909	71	7255	103414
1776826817.780106073	15909	71	7255	103413
1776826818.805027264	15909	71	7254	103414
1776826819.830369216	15909	71	7269	103399
1776826820.868161127	15909	71	7269	103399
1776826821.893376217	15909	71	7268	103401
1776826822.919079243	15909	71	7267	103401
1776826823.959040466	15909	71	7266	103402
1776826824.990555726	15909	71	7277	103391
1776826826.017350899	15909	71	7274	103394
1776826827.050708213	15909	71	7273	103395
1776826828.078356856	15909	71	7278	103390
1776826829.115031502	15909	71	7275	103393
1776826830.150952100	15909	71	7261	103407
1776826831.179607156	15909	71	7263	103406
1776826832.204968650	15909	71	7263	103406
1776826833.233651706	15909	71	7262	103406
1776826834.259376660	15909	71	7259	103409
1776826835.294659539	15909	71	7272	103396
1776826836.330886269	15909	71	7270	103398
1776826837.356523441	15909	71	7266	103402
1776826838.381922377	15909	71	7263	103405
1776826839.421024059	15909	71	7265	103403
1776826840.456033108	15909	71	7268	103400
1776826841.481996978	15909	71	7261	103407
1776826842.517150957	15909	71	7258	103410
1776826843.549375454	15909	71	7256	103412
1776826844.574763078	15909	71	7256	103412
1776826845.599897406	15909	71	7268	103400
1776826846.637305852	15909	71	7269	103399
1776826847.664066887	15909	71	7266	103402
1776826848.690864362	15909	71	7267	103402
1776826851.487356862	15909	71	7265	103403
1776826852.526584794	15909	71	7270	103399
1776826853.552990581	15909	71	7269	103399
1776826854.583033067	15909	71	7268	103400
1776826855.608827098	15909	71	7267	103401
1776826856.634971014	15909	71	7271	103397
1776826857.662232748	15909	71	7265	103403
1776826858.686833643	15909	71	7262	103406
1776826859.711948483	15909	71	7270	103398
1776826860.737120387	15909	71	7261	103407
1776826861.769388715	15909	71	7273	103395
1776826862.794226681	15909	71	7268	103400
1776826863.818082571	15909	71	7268	103401
1776826864.841492210	15909	71	7269	103399
1776826865.865381808	15909	71	7272	103396
1776826866.893352856	15909	71	7278	103390
1776826867.921155049	15909	71	7274	103394
1776826868.959568605	15909	71	7272	103396
1776826869.986032621	15909	71	7269	103399
1776826871.020796228	15909	71	7268	103401
1776826872.060711130	15909	71	7276	103392
1776826873.087492089	15909	71	7271	103397
1776826874.122705121	15909	71	7271	103397
1776826875.148456145	15909	71	7272	103396
1776826876.177276511	15909	71	7267	103401
1776826877.213552533	15909	71	7268	103400
1776826878.238766749	15909	71	7262	103406
1776826879.276963031	15909	71	7252	103416
1776826880.302455795	15909	71	7254	103415
1776826881.339774202	15909	71	7253	103415
1776826882.367869301	15909	71	7257	103411
1776826883.403840279	15909	71	7260	103408
1776826886.208101570	15909	71	7260	103408
1776826887.234415219	15909	71	7248	103421
1776826888.261506073	15909	71	7244	103424
1776826889.287330245	15909	71	7258	103410
1776826890.314287346	15916	64	7253	103415
1776826891.348139895	15916	64	7258	103410
1776826892.371862934	15916	64	7259	103409
1776826893.397265142	15916	64	7260	103408
1776826894.424120337	15916	64	7270	103398
1776826895.454485695	15916	64	7273	103395
1776826896.479584688	15916	64	7271	103397
1776826897.520537823	15916	64	7268	103400
1776826898.545180733	15916	64	7263	103405
1776826899.583684290	15916	64	7278	103390
1776826900.608426515	15916	64	7279	103389
1776826901.641904986	15916	64	7273	103395
1776826902.667681624	15916	64	7266	103402
1776826903.702924825	15916	64	7266	103402
1776826904.736382061	15916	64	7274	103394
1776826905.766882846	15916	64	7269	103399
1776826906.791792245	15916	64	7259	103410
1776826907.827161156	15916	64	7258	103410
1776826908.852193703	15916	64	7257	103411
1776826909.878379955	15916	64	7272	103396
1776826910.904586608	15916	64	7270	103398
1776826911.941833647	15916	64	7270	103398
1776826912.970572004	15916	64	7270	103398
1776826913.995788884	15916	64	7267	103401
1776826915.026773373	15916	64	7275	103393
1776826916.061757816	15916	64	7275	103393
1776826917.093069670	15916	64	7269	103399
1776826919.808108348	15916	64	7265	103403
1776826920.833788204	15916	64	7265	103403
1776826921.861765676	15916	64	7269	103399
1776826922.887000194	15916	64	7276	103392
1776826923.911664541	15916	64	7270	103398
1776826924.937011558	15916	64	7271	103398
1776826925.962856397	15916	64	7281	103387
1776826926.989526584	15916	64	7286	103382
1776826928.020114844	15916	64	7282	103386
1776826929.044654241	15916	64	7284	103384
1776826930.068697184	15916	64	7282	103386
1776826931.102406948	15916	64	7274	103394
1776826932.141718995	15916	64	7275	103393
1776826933.169930528	15916	64	7268	103400
