ts_unix	vram_used_mib	vram_free_mib	ram_used_mib	ram_avail_mib
1776826331.301106451	5098	10882	7911	102757
1776826332.346435422	5098	10882	7913	102755
1776826333.387291893	5098	10882	7917	102751
1776826334.431113166	5098	10882	7915	102753
1776826335.473352780	5098	10882	7912	102756
1776826336.516236482	5098	10882	7907	102762
1776826337.564414498	5098	10882	7916	102752
1776826338.605180425	5098	10882	7912	102756
1776826341.401909259	5098	10882	7912	102756
1776826342.446354071	5098	10882	7905	102763
1776826343.487319589	5098	10882	7903	102765
1776826344.525373406	5098	10882	7920	102749
1776826345.568958866	5098	10882	7920	102748
1776826346.614400261	5098	10882	7920	102748
1776826347.661572075	5098	10882	7919	102749
1776826348.707395361	5098	10882	7918	102750
1776826349.747380939	5098	10882	7926	102742
1776826350.789849756	5098	10882	7925	102743
1776826351.834489478	5098	10882	7922	102746
1776826352.882093490	5098	10882	7918	102750
1776826353.926105619	5098	10882	7921	102747
1776826354.966885306	5098	10882	7916	102752
1776826356.009595857	5098	10882	7918	102751
1776826357.053870887	5098	10882	7916	102752
1776826358.094807780	5098	10882	7916	102752
1776826359.136566107	5098	10882	7905	102763
1776826360.183153203	5098	10882	8157	102511
1776826361.229025408	5098	10882	8189	102479
1776826362.271178033	5098	10882	7908	102760
1776826363.315405927	5098	10882	7903	102765
1776826364.388602989	5098	10882	7910	102758
1776826365.433944116	5098	10882	7932	102736
1776826366.477485951	5098	10882	7920	102748
1776826367.522494437	5098	10882	7920	102748
1776826368.564131339	5098	10882	7920	102748
1776826369.609841713	5098	10882	7921	102747
1776826370.653785441	5098	10882	7925	102744
1776826371.693168176	5098	10882	7920	102748
1776826372.734433820	5098	10882	7922	102746
1776826375.532386582	5098	10882	7926	102742
1776826376.575318796	5098	10882	7934	102734
1776826377.621229291	5098	10882	7928	102740
1776826378.664129819	5098	10882	7926	102742
1776826379.708172403	5098	10882	7923	102745
1776826380.749171941	5098	10882	7923	102745
1776826381.794543249	5098	10882	7939	102729
1776826382.839323573	5098	10882	7938	102731
1776826383.880667882	5098	10882	7938	102730
1776826384.919049260	5098	10882	7939	102729
1776826385.961916749	5098	10882	7930	102738
1776826387.007278807	5098	10882	7922	102746
1776826388.047561963	5098	10882	7916	102752
1776826389.090203504	5098	10882	7913	102755
1776826390.136538881	5098	10882	7918	102750
1776826391.180123969	5098	10882	7913	102755
1776826392.225124146	5098	10882	7926	102742
1776826393.271191212	5098	10882	7924	102744
1776826394.313203439	5098	10882	7923	102745
1776826395.357863405	5098	10882	7920	102748
1776826396.407419075	5098	10882	7918	102750
1776826397.445449073	5098	10882	7913	102755
1776826398.491516485	5098	10882	7912	102756
1776826399.535713880	5098	10882	7907	102761
1776826400.576943071	5098	10882	7908	102760
1776826401.621560420	5098	10882	7907	102761
1776826402.669701660	5098	10882	7914	102754
1776826403.713270262	5098	10882	7911	102757
1776826404.759035552	5098	10882	7907	102761
